id,category,language,question,answer
1473,CATEGORY 10 — GENERAL TOURIST SAFETY & ADVICE,Tamil,சுற்றுலாப்பயணிகள் சட்டவிரோத செயல்களில் ஈடுபடக் கூடாதது ஏன்?,கடுமையான சட்ட நடவடிக்கைகள் ஏற்படக்கூடும் என்பதால்.
1474,CATEGORY 10 — GENERAL TOURIST SAFETY & ADVICE,Tamil,சுற்றுலாப்பயணிகள் தங்களின் உடைகளை எவ்வாறு தேர்வு செய்ய வேண்டும்?,உள்ளூர் பண்பாட்டுக்கும் காலநிலைக்கும் ஏற்ப.
1475,CATEGORY 10 — GENERAL TOURIST SAFETY & ADVICE,Tamil,பொது பாதுகாப்பு ஆலோசனைகளை பின்பற்றுவது ஏன் அவசியம்?,பாதுகாப்பான மற்றும் இனிய பயண அனுபவத்தை உறுதி செய்ய.
1476,CATEGORY 10 — GENERAL TOURIST SAFETY & ADVICE,Tamil,சுற்றுலாப்பயணிகள் அவசர உதவி சேவைகளை எப்போது தொடர்புகொள்ள வேண்டும்?,உயிர் அல்லது சொத்துக்கு அபாயம் ஏற்பட்டால் உடனடியாக தொடர்புகொள்ள வேண்டும்.
1477,CATEGORY 10 — GENERAL TOURIST SAFETY & ADVICE,Tamil,சுற்றுலாப்பயணிகள் தங்களின் பயண ஆவணங்களை இழந்தால் என்ன செய்ய வேண்டும்?,உடனடியாக காவல் நிலையத்துக்கும் தங்களின் தூதரகத்திற்கும் தகவல் தெரிவிக்க வேண்டும்.
1478,CATEGORY 10 — GENERAL TOURIST SAFETY & ADVICE,Tamil,பொது இடங்களில் தனிப்பட்ட தகவல்களை பகிர்வது ஏன் கவனத்துடன் செய்ய வேண்டும்?,மோசடி மற்றும் பாதுகாப்பு அபாயங்களைத் தவிர்க்க.
1479,CATEGORY 10 — GENERAL TOURIST SAFETY & ADVICE,Tamil,சுற்றுலாப்பயணிகள் நம்பகமான போக்குவரத்து சேவைகளை ஏன் பயன்படுத்த வேண்டும்?,பாதுகாப்பான மற்றும் நம்பகமான பயணத்திற்காக.
1480,CATEGORY 10 — GENERAL TOURIST SAFETY & ADVICE,Tamil,சுற்றுலாப்பயணிகள் தங்களின் உடல்நலத்தை எவ்வாறு கவனிக்கலாம்?,"சீரான உணவு, போதிய ஓய்வு மற்றும் சுகாதார பழக்கவழக்கங்கள் மூலம்."
1481,CATEGORY 10 — GENERAL TOURIST SAFETY & ADVICE,Tamil,சுற்றுலாப்பயணிகள் அறியாத நபர்களின் உதவியை ஏற்றுக்கொள்ளும்போது ஏன் கவனம் தேவை?,மோசடி அல்லது தவறான வழிநடத்தலைத் தவிர்க்க.
1482,CATEGORY 10 — GENERAL TOURIST SAFETY & ADVICE,Tamil,சுற்றுலாப்பயணிகள் பாதுகாப்பு அறிவிப்புகளை எவ்வாறு பெறலாம்?,"உள்ளூர் ஊடகங்கள், அதிகாரப்பூர்வ அறிவிப்புகள் மற்றும் ஹோட்டல் வழிகாட்டுதல்கள் மூலம்."
1483,CATEGORY 10 — GENERAL TOURIST SAFETY & ADVICE,Tamil,சுற்றுலாப்பயணிகள் தங்களின் பயணப் பொருட்களை எவ்வாறு பாதுகாப்பாக வைத்திருக்கலாம்?,பூட்டுகள் பயன்படுத்தி மற்றும் கண்காணிப்புடன் வைத்திருப்பதன் மூலம்.
1484,CATEGORY 10 — GENERAL TOURIST SAFETY & ADVICE,Tamil,சுற்றுலாப்பயணிகள் வெளிப்புற செயல்பாடுகளில் ஈடுபடும் போது ஏன் கவனம் தேவை?,இயற்கை அபாயங்கள் மற்றும் உடல் காயங்களைத் தவிர்க்க.
1485,CATEGORY 10 — GENERAL TOURIST SAFETY & ADVICE,Tamil,சுற்றுலாப்பயணிகள் நம்பகமான வழிகாட்டிகளை ஏன் தேர்வு செய்ய வேண்டும்?,சரியான தகவலும் பாதுகாப்பான அனுபவமும் பெற.
1486,CATEGORY 10 — GENERAL TOURIST SAFETY & ADVICE,Tamil,சுற்றுலாப்பயணிகள் தங்களின் செலவுகளை ஏன் கண்காணிக்க வேண்டும்?,தேவையற்ற செலவுகள் மற்றும் பண இழப்பைத் தவிர்க்க.
1487,CATEGORY 10 — GENERAL TOURIST SAFETY & ADVICE,Tamil,சுற்றுலாப்பயணிகள் பொது இடங்களில் ஏன் விழிப்புடன் இருக்க வேண்டும்?,திருட்டு மற்றும் பாதுகாப்பு சம்பவங்களைத் தவிர்க்க.
1488,CATEGORY 10 — GENERAL TOURIST SAFETY & ADVICE,Tamil,சுற்றுலாப்பயணிகள் தங்களின் பயண திட்டங்களை மற்றவர்களுக்கு ஏன் தெரிவிக்க வேண்டும்?,அவசர நிலைகளில் உதவி பெற வசதியாக.
1489,CATEGORY 10 — GENERAL TOURIST SAFETY & ADVICE,Tamil,சுற்றுலாப்பயணிகள் சட்டப்பூர்வமான சேவைகளை மட்டுமே பயன்படுத்த வேண்டியதன் காரணம் என்ன?,சட்ட சிக்கல்கள் மற்றும் மோசடிகளைத் தவிர்க்க.
1490,CATEGORY 10 — GENERAL TOURIST SAFETY & ADVICE,Tamil,சுற்றுலாப்பயணிகள் பயணத்தின் போது ஏன் பொறுமையாக இருக்க வேண்டும்?,எதிர்பாராத தாமதங்கள் மற்றும் மாற்றங்களை சமாளிக்க.
1491,CATEGORY 10 — GENERAL TOURIST SAFETY & ADVICE,Tamil,சுற்றுலாப்பயணிகள் பொது இடங்களில் நடத்தை ஏன் கவனிக்க வேண்டும்?,சமூக ஒழுங்கையும் பாதுகாப்பையும் பேணுவதற்காக.
